player_id,player_name,team,position,games,adot,yprr,racr,target_share,wopr,rush_expl_10p,aypa,epa_per_play
00-0035243,Miles Sanders,CAR,RB,11,1.3666666666666667,,3.609756,0.05128205128205128,0.08335228815961343,0.05454545454545454,,
00-0033869,Mitchell Trubisky,BUF,QB,8,,,,,,0.0,8.423076923076923,0.37371195279634917
00-0033217,Mo Alie-Cox,IND,TE,12,9.173913043478262,,0.69668245,0.04204753199268738,0.09025701558663488,,,
00-0031585,MyCole Pruitt,PIT,TE,6,3.3,,1.2121212,0.01818181818181818,0.03312675694681026,,,
00-0035311,Myles Gaskin,JAX,RB,2,-2.0,,,0.0017094017094017094,0.002258825647041727,0.0,,
00-0036893,Najee Harris,PIT,RB,17,-1.4583333333333333,,,0.08727272727272728,0.1184914531660351,0.11406844106463879,,
00-0038783,Nate Adkins,DEN,TE,12,4.133333333333334,,1.8548387,0.025210084033613446,0.04832360094428814,,,
00-0031549,Nelson Agholor,BAL,WR,13,13.344827586206897,,0.5968992,0.05765407554671968,0.15157001126357622,,,
00-0034791,Nick Chubb,CLE,RB,8,-0.45454545454545453,,,0.014965986394557823,0.021767913230115128,0.049019607843137254,,
00-0033319,Nick Mullens,MIN,QB,4,,,,,,0.0,19.0,2.4343628883361816
00-0032394,Nick Vannett,TEN,TE,12,1.1,,6.1363635,0.03418803418803419,0.05488439046968826,,,
00-0036182,Nick Westbrook-Ikhine,TEN,WR,13,11.666666666666666,,0.71,0.10256410256410256,0.26846603476084197,,,
00-0036554,Nico Collins,HOU,WR,12,10.93939393939394,,0.9289012,0.15865384615384615,0.4009079199570876,,,
00-0038519,Nikko Remigio,KC,WR,1,10.666666666666666,,0.75,0.00933125972006221,0.02576777781178801,,,
00-0033591,Noah Brown,WAS,WR,11,11.375,,0.711146,0.09671848013816926,0.2567761167111792,,,
00-0035644,Noah Fant,SEA,TE,14,5.296875,,1.4749262,0.09846153846153846,0.2053733988220875,,,
00-0036637,Noah Gray,KC,TE,16,6.3061224489795915,,1.4142395,0.07620528771384137,0.17113925045585002,0.0,,
00-0031235,Odell Beckham Jr.,MIA,WR,8,8.631578947368421,,0.33536586,0.0297339593114241,0.07553599733736874,,,
